category,title,url,content
国内,「ばばも死ぬから、死んで」７８歳の女性は苦悩の末、孫の首に手を掛けた　発達障害、不登校、暴言と暴力、すべての責任を背負い込み…,https://news.yahoo.co.jp/articles/5f063a9602c37654f22a47cd68f67d2914b1332f,３月２７日朝、千葉県内に住む７８歳の女性は、自宅で寝ていた孫の男児（９）に静かに近づいた。用意したロープを首の後ろに通す。すると孫は目を覚まし、驚いた表情を見せた。それでも女性はかまわず、無我夢中でロープを引っ張った。9歳息子の首絞めた疑い母逮捕　育児に悩みか、命に別条なし　福岡
国内,「疲れてしまいました」マフィン食中毒、返金めぐり購入者困惑　当事者2人が明かす店の対応「何から何まで無知だった」,https://news.yahoo.co.jp/articles/4d3e394b9bda896e154b198ff80e61fd00e6674a,"アートイベント「デザインフェスタ」で腐った状態で販売されたとして問題となっていたマフィンについて、2023年11月20日までに自主回収と返金対応の窓口となっていたSNSアカウントが削除された。その後、出店者は公式サイトで「食品事故対策室」を開設したとして、窓口となるメールアドレスと電話番号を公開したが、X（旧ツイッター）では混乱の声が相次いだ。【画像】デザインフェスタで販売されていた実際のマフィンSNS削除後、対応はスムーズに進んでいるのか。J-CASTニュースは購入者に話を聞いた。

■「二転三転する発言や行動に振り回され、疲れてしまいました」

　出店者の公式サイトはテキストのみのシンプルなもので、経緯の説明と謝罪、閉業したことの報告、「廃棄のお願い」「ご返金について」「保健所へのご連絡のお願い」「お問合せ先」とする案内などが掲載されている。自主回収については、厚生労働省のウェブサイト上にあるリコールの詳細情報によると、11月20日で終了しているという。

　J-CASTニュースは23日、デザインフェスタでマフィンを購入したというXユーザーの「菜月」さんに話を聞いた。菜月さんはマフィン4種類をそれぞれ1 点ずつとマシュマロチョコクッキー1点を購入したといい、「マフィンは1個330円でしたが、4個で1000円のため4個買う方が多かったです。クッキーは400円でした」と説明した。健康被害については、「私自身はマフィンを食べる前に、Xのポストを見たため、健康被害はありません」とした。

　菜月さんは11月15日に出店者にXのダイレクトメッセージ（DM）で返金を求めて連絡。製造場所が同じであればマフィン以外の商品についても返金を希望したが、返金はマフィンのみである旨返事が来たという。その後、菜月さんは出店者と何度かやり取りし、購入日時や商品名、金額などレジ照合のための情報を伝えた。11月20日に出店者から「一件ずつレジ照合させていただきながら、ご返金させて頂いておりますので今しばらくお待ちいただけますようお願い致します」と返信が来た。しかし同日、「当店食品事故対策室」を設けた旨、メールアドレスへの連絡をお願いする旨を記載したメッセージが届いた。

　菜月さんは20日、メールアドレスに連絡。21日に、順次対応していることや「当店食品事故対策室」に窓口を一本化したことが記載された返信が来た。それに対し菜月さんは、Xでのやり取りを添付して送ったが、その返信として22日夜、レジのデータ照合と返金のための情報を送るよう求める内容が送られてきたという。

「メール対応になってからは、購入したマフィン、デザインフェスタのチケットの半券と本人確認の書類の写真を求められました。私は電子チケットのため、購入した際のメール画面を送りましたが、本人確認の書類は怖いので送りませんでした。回答フォームにも、市区町村までの住所と電話番号を記入する場所がありましたが、住所は市まで、電話番号は記入していません。XでのDMではレジの照合が出来次第順次返金すると伝えられましたが、メールになってからはこちらのメール内容をちゃんと確認せずに全員に同じ文章を送っているようなので、（送った内容で）返金を認められたかは分かりません」

　その後、菜月さんは24日に振り込みの確認ができたとJ-CASTニュースに報告した。

「内容が重複していることと、週明けになっても返信も振り込みもないようなら消費者センターに相談することを伝えたら、返金が完了したとメールが来ました。変わらずマフィン代のみでしたが」

　今回の件について菜月さんは、「食中毒を出してしまったことよりも、その後の対応の杜撰さと不誠実さの方が問題に思えます。二転三転する発言や行動に振り回され、疲れてしまいました」とコメントした。"
国内,田崎史郎氏、「ウェークアップ」で石川県・馳浩知事にまつわる国会議員の評判を明かす…「何でもしゃべってしまう人」,https://news.yahoo.co.jp/articles/ab7b87f4fd25ac144e30144fa40f33e2e9a01f8c,"日本テレビ系「ウェークアップ」（土曜・午前８時）は２５日、石川県の馳浩知事が東京五輪の招致活動に内閣官房報償費（機密費）を使ったと発言した問題を報じた。【写真】現職知事として史上初のリングに上がった馳浩知事馳氏は１７日に東京都内の会合で講演し、東京五輪の招致活動で、開催都市決定の投票権を持つ１０５人の国際オリンピック委員会（ＩＯＣ）委員に対し、機密費を用いて一冊２０万円のアルバムを作って渡したと発言。その後、「誤解を与えかねない不適切な発言であり、全面的に撤回する」と陳謝した。

　リモート出演した政治ジャーナリストの田崎史郎氏は今回の問題で馳氏が発言した官房機密費を用いてアルバムを作成したことは「多分、本当だろうと思います」と指摘した。

　続けて、その理由を「馳さんの評判を国会議員に聞きますと馳さんっていうのは『何でもしゃべってしまう人』かつ『自分の力を見せたがる人だ』というんですね」とし「もうひとつは、馳さんの発言が非常に具体的であること。３つめとして東京五輪招致関係者に聞きますと、馳さんがアルバムを作ったというのは、知る人ぞ知る話だったということです」と解説した。"
国内,歴代首相の好感度、岸田首相は９人中６位…ＳＮＳ利用層に不人気,https://news.yahoo.co.jp/articles/0f651d92a89a8417c8be4134222186553d244208,スマートニュースメディア研究所などが行ったメディア価値観全国調査で、岸田首相に対する好感度は歴代９人の首相のうち６位にとどまり、特にＳＮＳをよく利用する層の好感度が低いことが分かった。【写真】ニコニコ動画に投稿された岸田首相の偽動画
国内,乗客の膝上に乗る“黄色い物体” 偶然遭遇した戦慄の事態に「こんなの前にいたらパニック」「模型?って疑うほどの大きさ」と反響続々,https://news.yahoo.co.jp/articles/faa9da08b22b82d4b38b32659f9cfc72a2d067ad,"電車内で乗客の膝上に乗っていた“黄色い物体”に、SNSでは「模型？って疑うほどの大きさ」「無理。こんなの前にいたらパニック」など反響を呼んでいる。【映像】乗客の膝上に乗る“黄色い物体”の正体注目を集めているのは、JKさん（@i9_15900ks）の投稿。「前に座ってるおばさんの膝にスズメバチ乗ってておわた」とコメントを添え、自身のSNSに画像と動画をアップした。

　画像には、電車のボックスシートに座っている乗客が写っているが、よく見ると膝に""黄色い物体""が乗っている。近寄った画像を見てみると、なんとスズメバチだった。しかもスズメバチは生きているとのことで、一緒に投稿した動画では、触角を動かしながら膝辺りを這う""戦慄の様子""が映っている。

　この動画を見た人からは「模型？って疑うほどの大きさ」「無理。こんなの前にいたらパニック」「こゆときどーするのが正解？振り払ったらダメよな」「膝に蜂だと叫びたい」「この蜂はその後どうなったんかな？」などのコメントが寄せられ、投稿には約8万件超の“いいね”が押されている（※11月24日14時のデータ）。"
国内,満員のバス車内で女子高生が放った“衝撃的な一言”に「ダメージやばい（笑）」「生きてますよー!!」と話題沸騰,https://news.yahoo.co.jp/articles/32c805a9858635b8c1adf19ff8399aef0f0f0753,"満員のバス車内で女子高生たちが放った“衝撃的な一言”に、SNSでは「これはダメージやばい（笑）」「生きてますよー!!」など話題になっている。【映像】女子高生が放った殺傷力高めの“衝撃的な一言”話題を集めているのは、松本愛さん（@aiaimats）の投稿。ある日、松本さんが朝の通勤時間帯に満員のバスに乗車していると、女子高生3人組の会話が盛り上がっていたという。そして、そこで発せられた「昭和生まれの人で、今生存してる人なんていないでしょ？」という言葉を聞いて、松本さんはじわじわとダメージを受けたとのこと。

　この投稿を見た人からは「これはダメージやばい（笑）」「俺はもう死んでるってこと??」「生きてますよー！！」「たしかにわからんでもない」「JKがいつだって最強！」などのコメントが殺到。投稿には約10万件超の“いいね”が押され大反響となっている（※11月24日13時のデータ）。

　ニュース番組『ABEMAヒルズ』は、松本さんを取材。当時の状況について「乗客の半数は恐らく昭和生まれなので、なんとも言えない空気が流れていました！わたしもバリバリ昭和生まれなので、おかしいやらで複雑な気持ちでした。なにより『あなたたちの親は昭和生まれじゃないの？』と聞きたくなりました」とコメント。

　女子高生たちの会話を聞いて松本さんは「昭和・平成・令和と3つの時代を知るものとして、胸を張って残りの人生を生存したいですね！」と意気込みを語っている。（『ABEMAヒルズ』より）"
国内,高層で身を乗り出した高校生に声かけ　命救ったNHKアナウンサー,https://news.yahoo.co.jp/articles/d2e8880f91ae1bc3567e7579ba32ae88f17601d8,"自殺しようとしていた高校生を説得して命を救ったとして、広島県警安佐南署の沖本禎之署長は24日、NHK広島放送局アナウンサーの大沢幸広さん（43）＝広島市安佐南区＝に感謝状を贈呈した。【写真まとめ】感謝状を受け取り、写真撮影に応じる大沢さん大沢さんは10月30日午後0時半ごろ、自宅マンションの敷地内で見慣れない男子高校生がうろうろしているのを見つけた。上の階に向かおうとする様子を不審に思い、追いかけたところ、男子生徒は10階の外階段から身を乗り出し、飛び降りようとしていたという。

　大沢さんは「少し話をしましょうか」などと声をかけ、説得して自殺を思いとどまらせた後、生徒の親族に連絡。同署に引き渡した。

　大沢さんは「助けることができて良かった。いろんな悩みがあると思うが命を大切にしてほしい」と話した。【井村陸】"
国内,創価学会・池田大作名誉会長の死 　学会葬当日に学会員らの声聞いた「いつかは寿命が。もう何年も前から心の準備していました」「（選挙は）まったく今まで通り、心配いらない」,https://news.yahoo.co.jp/articles/31fb2f10f2560826d502e46db30b8f625941417b,11月15日に逝去した創価学会の池田大作名誉会長。23日午後1時半から東京・巣鴨の東京戸田記念講堂で「創価学会葬」が行われ、全国約1000の会館と中継を結んで厳粛に執り行われたという。戸田第2代会長以来となる学会葬で、創価学会ホームページによると、学会葬は池田第3代会長の95年の生涯を追想する映像が上映されるなどしたという。【画像を見る】創価学会・池田大作名誉会長の死 …学会総本部周辺の様子は？
国内,宝塚歌劇団の若手スター5人　万博アンバサダー活動停止　劇団員急死問題で,https://news.yahoo.co.jp/articles/eaa8bf2c3c72f9bedec8c359f8df7846ecb3f4ac,"宝塚歌劇団（兵庫県宝塚市）の劇団員の女性（25）が急死した問題に絡み、日本国際博覧会協会の石毛博行事務総長は24日の記者会見で、2025年大阪・関西万博の「アンバサダー」に起用した歌劇団の俳優5人は当面活動しないと明らかにした。「今のスケジュールでは登壇予定はない。そういう状況が続くのではないか」と述べた。

　アンバサダーは、万博の魅力を伝えるため各地のイベントに出席し、機運を盛り上げることを担当。歌劇団からはいずれも各組の将来を担う若手スターの花組・聖乃あすか、月組・風間柚乃、雪組・縣千、星組・極美慎、宙組・風色日向が選ばれ、20年2月に就任が発表されていた。他に歌手のコブクロやお笑いコンビのダウンタウン、京都大の山中伸弥教授らが務めている。

　劇団員の女性は9月、宝塚市の自宅マンション敷地内で死亡。歌劇団の調査報告書は、劇団員としての長時間の活動や上級生の指導が重なった結果、女性に「強い心理的負荷」がかかったとした。パワハラは認めなかった。"
国内,安倍晋三元首相の死後に1億8000万円移動、妻昭恵さん代表の政治団体「晋和会」　自由民主党山口県第4選挙区支部からは1億3000万円,https://news.yahoo.co.jp/articles/c66d0ca001086866d93fb151359f6aa4699a269a,"2022年7月に亡くなった安倍晋三元首相の妻昭恵さんが代表を務める政治団体「晋和会」に「自由民主党第4選挙区支部」から約1億3千万円が寄付により移動していたことが24日、分かった。安倍氏が関係した他の政治団体からの寄付を合わせると移動額は約1億8千万円に上る。【写真】衆院山口新3区に再編の下関市　林前外相と昭恵さんが推す吉田氏の思惑交錯総務省が24日公表した22年分の政治資金収支報告書で判明。支部から晋和会への移動は、7月27日に5674万3022円▽翌28日に8千万円▽10月19日に27万193円▽12月22日に30万円―の計1億3731万3215円だった。

　安倍氏は関係6団体のうち資金管理団体「晋和会」と政党支部「自由民主党山口県第4選挙区支部」の代表だった。ともに安倍氏が死去した22年7月8日付で代表が昭恵さんに異動した。

　支部の21年分の報告書によると、1億9203万5558円が22年に繰り越され、うち2379万7612円は税金が原資の政党交付金の基金残高だった。支部は23年1月31日に解散。総務省の9月公表の政党交付金使途等報告書によると、基金は安倍氏死去後も人件費や事務所費に充てられ22年中に使い切られた。

　政党助成法は党や党支部が解散した場合、政党交付金の残金を国に返すよう定める。神戸学院大の上脇博之教授（憲法学）は「安倍氏の死去後も使い切るのはおかしい。政党交付金の国庫返納を逃れ、支部のお金を自分の政治団体に横流しして私物化している」と指摘している。"
